TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_UF_PROVA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
5;M;0;3;1;1;1;1;;0;50;MS;;;;;
2;M;0;1;1;2;0;2;1;0;35;SP;504;598.4;594;525.6;680
7;M;0;3;1;1;5;1;1;0;31;MG;;;;;
9;M;1;2;1;2;0;1;3;0;43;RS;415.3;490.3;494.6;538.3;520
9;F;0;1;1;1;5;1;;0;43;RS;494.4;588.3;471.5;474.1;360
4;F;0;3;1;1;1;1;;0;52;GO;438.7;414.1;518.1;440;480
6;F;0;1;1;4;0;1;;0;26;PE;;;;;
3;M;0;0;1;2;0;1;1;0;33;RJ;591.5;727.6;660.4;764.5;760
4;F;0;3;1;1;1;1;1;0;31;MG;;;;;
4;F;0;3;1;2;0;2;3;0;14;RR;;;;;
5;F;0;1;1;1;2;1;;0;43;RS;521;546.3;547.1;534;460
4;F;0;1;1;1;3;1;1;0;33;RJ;;;;;
8;M;0;1;1;1;4;1;;0;43;RS;657.7;644.8;617.8;752.8;760
11;F;1;3;1;1;1;1;3;0;23;CE;;;;;
11;F;1;3;1;1;11;1;1;0;17;TO;;;;;
7;F;0;3;1;1;6;1;1;0;52;GO;445.1;638.5;574.8;572.2;500
11;M;1;2;1;1;5;1;3;0;11;RO;442.8;631;423.7;485.7;240
4;F;;1;1;3;0;1;;0;41;PR;390.1;514.5;432.2;511.2;180
11;F;0;3;1;1;8;1;1;0;29;BA;472;507;476.8;523.6;360
11;M;1;1;1;1;12;1;;0;31;MG;535.9;684.3;602.8;743.3;720
10;M;1;3;1;1;8;1;;0;32;ES;477.1;675.2;587.6;703.1;520
11;F;2;3;1;1;9;1;1;0;13;AM;434.8;506.6;559.1;380.5;520
4;F;0;0;1;1;2;1;;0;35;SP;;;;;
5;F;0;3;1;1;3;1;1;0;32;ES;541.2;619.1;564.6;512.7;700
5;M;0;3;1;1;2;1;1;0;21;MA;492.7;564.3;465.2;380.9;440
5;F;0;3;1;1;1;1;1;0;31;MG;;;;;
6;M;0;1;1;1;3;1;;0;35;SP;580.8;569.9;596.6;465.4;360
9;F;0;3;2;1;3;1;1;0;21;MA;497.5;566.3;429.9;384.4;200
4;F;0;3;1;1;1;1;1;0;28;SE;509.9;616.6;563.7;594.9;720
10;F;0;2;1;1;7;1;1;0;23;CE;513.7;635.5;570.7;465.3;640
11;F;0;3;1;1;9;1;1;0;28;SE;516;577.3;475.2;518.7;300
5;F;;2;1;1;3;1;;0;35;SP;485.3;604.4;608.3;446.7;640
3;F;0;1;1;2;0;2;1;0;24;RN;510.3;669;636.5;656.8;740
5;F;0;2;1;1;2;1;1;0;25;PB;412.7;524.7;449.9;496.2;640
6;M;0;1;1;1;1;1;1;0;43;RS;531.6;612.9;586.2;688.4;640
11;M;1;3;1;1;10;1;1;0;13;AM;;;;;
3;F;0;3;1;1;1;1;1;0;31;MG;561;571.5;530.5;592.5;680
11;F;0;1;1;1;11;1;1;0;29;BA;;;;;
8;M;0;3;1;1;6;1;1;0;31;MG;492.8;634.5;568.1;700.2;580
5;F;0;2;1;1;1;1;;0;35;SP;510.1;479.4;507.8;426.8;320
13;M;1;3;1;1;7;1;3;0;53;DF;474.4;455.1;400.7;424.9;300
2;M;0;2;1;2;0;2;1;0;15;PA;539.3;542.3;538.3;524.6;780
1;F;0;3;1;3;0;1;;1;35;SP;512.1;608;528.6;397.2;560
3;F;0;1;1;2;0;4;1;0;24;RN;546.4;578.1;563.7;550.6;840
2;F;0;3;1;3;0;1;;1;29;BA;453.5;481.9;448.9;432.9;260
11;F;1;3;1;1;12;1;1;0;26;PE;;;;;
4;F;0;3;1;1;2;1;1;0;35;SP;;;;;
3;F;0;1;1;2;0;1;1;0;51;MT;538.1;607.9;529.9;555.2;540
14;F;0;3;2;1;2;1;;0;35;SP;;;;;
3;M;0;3;1;2;0;2;1;0;26;PE;455.7;621.6;502;563.4;800
4;F;0;3;1;2;0;1;1;0;32;ES;544.6;410.2;357.5;528.8;580
4;F;0;3;1;1;1;1;1;0;32;ES;695.7;701.9;661.6;760.7;960
4;F;0;1;1;1;2;1;3;0;17;TO;446.5;562;479.3;483.3;400
10;F;1;4;1;1;7;1;1;0;31;MG;545.5;419.5;477;466.6;520
6;F;0;1;1;2;0;2;3;0;43;RS;480.1;586.5;550.7;498.5;540
5;M;0;3;1;1;1;1;1;0;13;AM;;;;;
4;M;0;3;1;1;2;1;;0;35;SP;574.2;436;573.5;591.8;460
4;M;0;5;1;1;2;1;1;0;13;AM;460.3;488.4;498.3;497.7;560
4;F;0;3;1;1;2;1;1;0;25;PB;477.9;602.8;563.5;582.1;520
11;M;1;1;1;1;12;1;1;0;51;MT;;;;;
8;F;0;1;1;1;4;1;1;0;24;RN;;;;;
13;M;1;3;1;1;5;1;3;0;25;PB;590.8;633.8;547.9;671;540
14;M;0;3;1;1;12;1;1;0;41;PR;548;634.3;531.4;406.2;360
2;F;0;3;1;2;0;4;1;0;26;PE;444.4;562.8;511.6;511.2;360
5;F;0;3;1;1;2;1;;0;31;MG;;;;;
4;F;0;3;1;2;0;1;1;0;52;GO;0;442.2;502;0;300
3;F;0;3;1;1;1;1;1;0;27;AL;436.9;604.9;525.8;474.4;400
11;F;0;3;1;1;1;1;;0;33;RJ;;;;;
3;F;0;3;1;2;0;2;3;0;43;RS;;;;;
2;F;0;0;1;2;0;2;1;0;26;PE;419.2;446.9;508.3;418.9;820
3;F;0;2;1;1;1;1;1;0;31;MG;;;;;
6;M;0;1;1;1;2;1;1;0;53;DF;;659.4;612.8;;700
10;M;0;3;1;1;7;1;1;0;25;PB;544.6;430;451.5;569.8;500
13;F;1;3;1;1;12;1;1;0;29;BA;;543.8;540.9;;400
5;F;1;3;1;1;3;1;1;0;35;SP;;;;;
11;M;0;3;1;1;12;1;1;0;31;MG;;;;;
7;F;1;3;1;1;5;1;1;0;52;GO;;;;;
2;F;0;1;1;2;0;2;3;0;35;SP;446.6;599.5;594.8;490.3;640
12;F;0;3;1;1;12;1;1;0;25;PB;563.4;619.3;576.1;570.2;480
3;F;;1;1;2;0;2;1;0;24;RN;466.2;520.8;482.4;520.2;280
11;M;0;3;1;1;12;1;;0;43;RS;;;;;
9;M;0;1;1;1;7;1;;0;17;TO;647.6;691.8;630.2;817.7;900
4;M;0;3;1;3;0;1;;0;32;ES;542.3;603.3;516.2;652.8;580
2;M;0;2;1;2;0;4;1;0;24;RN;588.7;667.2;605.4;622.4;940
13;F;1;4;1;1;12;1;;0;26;PE;;;;;
8;M;0;3;1;1;6;1;1;0;21;MA;;;;;
3;F;0;2;1;1;1;1;1;0;31;MG;474.6;578.1;552.9;521.4;420
3;F;0;1;1;1;1;1;1;0;43;RS;665.3;713.6;688.9;669.9;940
3;F;0;4;1;2;0;2;1;0;31;MG;480.9;466.5;530.5;585.3;680
5;M;0;3;1;1;3;1;;0;35;SP;;670.1;677.2;;580
6;F;0;4;1;1;1;1;;0;23;CE;582.9;504.2;455.3;564.4;800
6;M;0;4;1;1;4;1;1;0;26;PE;429.2;658.9;532.7;580.2;680
2;M;0;2;1;2;0;1;1;0;33;RJ;550.5;578.2;562.8;618.4;540
11;M;;3;1;1;9;1;1;0;11;RO;456.6;609;558.8;503.7;360
11;F;;4;1;1;10;1;1;0;26;PE;476.2;405;411.1;545.8;320
2;M;0;3;1;1;1;1;1;0;22;PI;500.1;579.4;562.5;620.6;940
3;F;0;1;1;2;0;2;1;0;52;GO;538.3;660.4;623.1;716.1;700
11;F;0;2;1;1;11;1;1;0;31;MG;;425;514.4;;340
13;F;0;3;1;1;4;1;;0;35;SP;;;;;
8;F;;1;1;2;0;1;3;0;42;SC;;;;;
11;M;0;1;1;1;9;1;1;0;35;SP;;;;;
2;M;0;1;1;2;0;1;1;0;26;PE;521.1;720.4;662.1;731.3;900
5;F;0;1;1;1;2;1;;0;24;RN;366;590.7;466.6;429.4;400
9;F;0;2;1;1;5;1;1;0;31;MG;537.7;603.8;543.9;476.4;540
13;M;1;0;1;1;12;1;;0;31;MG;468.2;634.7;595.7;640.2;620
6;F;1;2;1;1;4;1;1;0;33;RJ;;;;;
12;M;1;1;1;1;12;1;1;0;35;SP;427.2;618;574.6;505.9;560
12;F;0;2;2;1;12;1;1;0;29;BA;;;;;
7;F;0;3;1;1;5;1;1;0;31;MG;581.9;682.9;620.3;688.3;840
11;F;0;2;1;1;11;1;1;0;35;SP;518.4;627.7;533.3;466.3;360
5;F;0;3;2;1;1;1;1;0;15;PA;457;491.1;492.5;440.4;320
3;F;0;3;1;1;1;1;1;0;13;AM;454.8;487.4;568.8;542.3;600
5;M;0;1;1;1;3;1;1;0;23;CE;648.5;708.1;639.4;806.6;780
5;F;0;2;1;1;2;1;1;0;31;MG;478.9;602;565;473.8;620
2;M;0;1;1;2;0;2;1;0;23;CE;603.2;680.4;628.2;769.5;760
3;M;0;1;1;2;0;2;1;0;31;MG;519.3;618.2;560.9;440.1;340
1;F;0;3;1;3;0;1;;1;23;CE;419.4;507.9;464.4;420.8;320
2;F;0;1;1;2;0;2;1;0;53;DF;449.1;581.1;532.3;478.4;520
2;M;0;3;1;2;0;2;1;0;25;PB;468.9;595.1;527.3;540.9;640
5;F;0;3;1;1;2;1;1;0;33;RJ;;;;;
12;M;;1;1;1;12;1;1;0;43;RS;442.9;629.5;522.9;527.3;620
3;F;0;2;2;1;1;1;1;0;52;GO;471.5;466.4;535.7;488.1;0
10;F;0;1;1;1;7;1;;0;33;RJ;482;530.4;517.5;408.3;840
10;M;0;3;1;1;8;1;1;0;35;SP;458.1;433.1;489.5;562.7;640
6;F;0;3;1;1;3;1;;0;26;PE;633.9;686.7;614;765.7;540
11;M;0;3;1;1;7;1;1;0;29;BA;;;;;
12;M;0;1;1;1;12;1;1;0;35;SP;;549.3;506.4;;340
9;F;0;3;1;1;6;1;1;0;23;CE;535.6;615.8;589.5;496.1;680
2;M;0;3;1;2;0;2;1;0;21;MA;509;461.7;555.7;611.2;700
2;F;0;3;1;2;0;2;1;0;11;RO;514.7;580.9;508.5;536.2;540
3;F;0;2;1;2;0;2;1;0;15;PA;454.8;584.6;466.9;562.7;620
3;F;0;1;1;2;0;2;1;0;35;SP;540.9;668.7;630.1;668.8;900
4;M;0;2;1;2;0;2;3;0;35;SP;;;;;
1;M;0;3;1;3;0;1;;1;31;MG;419.7;594.5;511;555.2;720
4;F;0;1;1;2;0;2;1;0;33;RJ;526.1;492.8;533.5;478.7;700
12;M;0;3;1;1;12;1;1;0;13;AM;;;;;
6;F;0;2;1;1;2;1;;0;29;BA;502.7;510.3;565.6;466.9;520
11;F;1;3;1;1;11;1;1;0;15;PA;452.3;540.3;522.6;509.2;280
3;F;0;1;1;2;0;4;1;0;15;PA;383.8;527.8;398.8;415.2;480
3;M;0;3;1;1;1;1;1;0;31;MG;565.8;614.9;594.3;646.9;720
3;F;0;1;1;2;0;2;1;0;41;PR;397.8;416.1;401.3;389.3;300
3;F;0;1;1;1;1;1;1;0;29;BA;591.6;606.7;566.1;584.7;420
12;F;0;3;1;1;6;1;;0;11;RO;451.5;610.2;451.1;540.8;400
4;M;0;3;1;1;2;1;;0;22;PI;539.8;610.2;572.3;651.8;400
5;M;0;2;1;1;4;1;;0;26;PE;545.3;629.8;588.9;652.6;560
5;F;0;3;1;1;3;1;1;0;15;PA;394.4;528.4;449.5;409.2;400
11;M;1;1;1;1;11;1;1;0;52;GO;576.6;645.9;606.2;606.7;560
12;F;;1;1;1;9;1;1;0;23;CE;;;;;
3;F;0;3;1;1;2;1;1;0;29;BA;514;568.1;406.6;547.7;880
11;F;1;2;1;1;8;1;1;0;21;MA;421.1;507.8;466.9;467.1;220
6;M;0;1;1;1;3;1;1;0;25;PB;451;520.3;531.6;604.9;600
2;F;0;3;1;2;0;2;1;0;35;SP;;568.5;483.3;;540
16;M;1;1;1;1;0;1;;0;33;RJ;524;586.5;540.2;670.9;700
2;F;0;3;1;2;0;2;1;0;12;AC;386.4;431;366;488.6;280
6;F;0;3;1;1;3;1;1;0;50;MS;;;;;
10;F;0;3;1;1;9;1;1;0;13;AM;;;;;
5;F;0;1;1;2;0;1;1;0;25;PB;;;;;
6;M;0;3;1;2;0;2;1;0;15;PA;512.5;519.5;534.8;510.7;700
3;M;0;3;1;2;0;2;1;0;13;AM;;;;;
3;F;0;2;1;2;0;2;1;0;15;PA;379.7;534.2;410.7;529;340
13;F;1;0;1;1;12;1;1;0;31;MG;534;598.1;548.8;430.9;520
13;M;1;3;1;1;12;1;;0;13;AM;;;;;
6;F;0;1;1;1;4;1;1;0;35;SP;461.6;618.1;572;639.4;620
4;M;0;3;1;2;0;2;3;0;11;RO;400.1;544.2;486;553.6;500
12;M;0;3;1;4;0;1;;0;42;SC;583.7;688.4;630.3;559.4;400
2;M;0;3;1;2;0;1;1;0;35;SP;564.8;545.4;596.4;597.2;400
7;M;0;3;1;1;5;1;1;0;23;CE;;;;;
7;M;0;0;1;1;5;1;;0;31;MG;440.3;610.8;512;451.4;540
12;F;0;0;1;1;12;1;;0;29;BA;559;581;544.5;543.1;560
11;F;0;3;1;1;7;1;3;0;53;DF;;;;;
2;M;0;3;1;2;0;2;1;0;21;MA;534.2;676.6;638.8;655.4;680
6;M;0;3;1;1;4;1;1;0;26;PE;439.9;467.2;519.1;626;560
3;F;0;3;1;2;0;1;1;0;31;MG;567.3;622.1;570.1;475.2;740
6;F;0;5;1;2;0;2;1;0;29;BA;;581.5;481.3;;420
5;F;0;3;1;1;3;1;1;0;23;CE;;;;;
5;F;0;3;1;1;3;1;1;0;33;RJ;484;569.3;432;429.8;620
8;F;0;3;1;1;4;1;1;0;43;RS;418.7;610.4;541.9;482.6;360
7;F;0;1;1;1;4;1;;0;31;MG;429.8;622.8;585.9;567;580
2;M;0;3;1;2;0;4;1;0;31;MG;604.3;616.2;622.9;685.8;940
11;F;;0;1;1;9;1;;0;35;SP;;;;;
1;F;0;3;1;3;0;1;;1;32;ES;591.1;455.1;629.3;510.1;580
5;F;0;3;1;1;2;1;1;0;23;CE;547.1;613.6;490.1;389.9;600
4;M;0;3;1;1;1;1;;0;26;PE;662.4;647.9;627.9;780;880
11;M;0;3;1;1;9;1;;0;35;SP;;648.5;610.7;;900
9;F;0;1;1;1;6;1;;0;53;DF;;;;;
3;F;0;3;1;2;0;2;1;0;25;PB;423.4;541.8;464.8;532.6;620
11;F;1;3;1;1;12;1;1;0;21;MA;;;;;
11;F;0;1;1;1;11;1;;0;33;RJ;;;;;
9;M;0;1;1;1;6;1;3;0;35;SP;481.8;483.6;444;460.4;520
3;M;0;1;1;2;0;2;1;0;43;RS;489.9;652.1;566.5;539.9;640
5;F;0;1;1;4;0;1;;0;11;RO;386.1;497.2;525.1;468.7;520
3;F;0;1;1;2;0;1;1;0;43;RS;380.4;525.7;461.9;482;320
3;M;0;1;1;1;1;1;1;0;35;SP;574.7;657.1;624.3;523.7;900
8;F;1;1;1;1;5;1;1;0;43;RS;;;;;
2;F;0;3;1;2;0;2;1;0;23;CE;582.1;621.7;601.8;634.7;700
8;M;0;3;1;1;1;1;;0;24;RN;537.2;630.6;562.3;536.4;520
11;M;1;3;1;1;11;1;;0;29;BA;;;;;
6;F;0;2;2;1;4;1;;0;35;SP;385.8;450;429.3;510.3;360
13;F;1;1;1;1;12;1;1;0;43;RS;504;621.2;516.1;382;540
11;F;0;2;1;1;12;1;;0;52;GO;;;;;
9;F;0;1;1;1;8;1;;0;43;RS;578.2;667.6;630.6;476.7;580
2;M;0;3;1;2;0;1;1;0;23;CE;;;;;
5;M;0;1;4;1;3;1;1;0;29;BA;449.8;458.4;369.5;437.7;520
3;F;0;2;1;2;0;2;1;0;21;MA;408.6;518.9;422;494.4;520
10;F;0;1;1;1;4;1;;0;31;MG;587.2;627.2;569.7;544.5;560
11;M;1;3;1;4;0;1;;0;25;PB;498.9;583.7;490.3;445.5;520
14;M;0;1;1;1;9;1;;0;43;RS;;598;536.8;;400
4;F;0;1;1;1;2;1;1;0;35;SP;;590.9;536;;0
12;F;;3;1;1;10;1;1;0;22;PI;;;;;
1;F;0;3;1;3;0;1;;1;11;RO;393.7;559.8;414.8;476.5;340
6;F;0;3;1;1;2;1;3;0;17;TO;549.5;634.3;530.9;475.1;520
6;F;0;3;1;1;4;1;1;0;35;SP;566.6;625.6;575;480.2;680
3;M;0;3;1;2;0;2;1;0;22;PI;396.6;416.7;355.1;540.3;260
4;M;0;3;1;1;2;1;1;0;21;MA;410.8;538.4;389.7;450.6;400
11;F;0;2;1;1;6;1;1;0;52;GO;;;;;
4;F;0;2;1;1;1;1;;0;33;RJ;514.9;602.7;531.9;376.1;780
1;F;0;3;1;3;0;1;;1;24;RN;578.8;664.9;620.4;696.1;820
5;F;0;1;1;1;3;1;;0;43;RS;626.1;651.7;620.3;765.1;700
11;F;0;3;1;1;9;1;1;0;52;GO;637.2;690.8;628.5;671.3;960
3;F;;1;1;1;1;1;1;0;29;BA;;;;;
13;M;0;2;1;1;12;1;;0;31;MG;487.4;623;549.9;620.2;600
7;F;1;3;1;1;4;1;1;0;22;PI;;;;;
6;F;0;4;1;1;1;1;;0;41;PR;399;550.7;456.8;428.8;560
11;F;0;1;1;1;9;1;;0;52;GO;;;;;
2;F;0;3;1;2;0;4;1;0;15;PA;580.2;668.5;618.8;680.2;800
8;M;0;3;1;1;6;1;1;0;26;PE;623.3;655.5;625.9;701.9;580
12;M;2;1;1;1;12;1;1;0;50;MS;;;;;
3;M;;1;1;1;1;1;;0;33;RJ;;;;;
2;M;0;3;1;1;1;1;1;0;33;RJ;425;516;578.6;487.4;520
4;M;0;2;1;1;1;1;1;0;43;RS;613.5;558.5;582.4;583.2;640
9;M;0;1;1;1;6;1;;0;26;PE;567.4;432.9;446.7;648;360
6;F;0;1;1;1;3;1;1;0;33;RJ;592.8;567.3;580.2;557.5;680
7;F;1;1;1;1;4;1;1;0;35;SP;;;;;
14;F;1;1;1;1;12;1;;0;33;RJ;466.2;631.8;505.9;485.5;740
5;F;0;1;1;1;2;1;1;0;25;PB;;;;;
1;F;0;3;1;2;0;1;1;0;14;RR;534.5;559.8;494.1;555;480
10;M;0;2;1;1;8;1;1;0;31;MG;486.6;662.5;645.1;583.7;700
11;F;0;1;1;1;12;1;1;0;43;RS;532.9;588.2;591.5;430;620
2;F;0;3;1;2;0;2;1;0;35;SP;484.2;606.3;520.6;444.4;560
6;F;0;1;1;1;2;1;;0;32;ES;646.4;693.7;658.4;685.8;920
12;M;0;2;1;1;12;1;1;0;26;PE;462.9;599.2;536.2;588;360
4;F;0;3;1;1;1;1;1;0;11;RO;529.8;525;569.8;567.3;600
5;M;;2;1;2;0;2;1;0;32;ES;;;;;
3;F;0;3;1;2;0;2;1;0;35;SP;;;;;
3;F;0;1;1;2;0;2;1;0;53;DF;547.5;558.7;510;429.8;580
4;M;0;2;1;1;1;1;;0;23;CE;533.4;660.7;596;655.3;720
12;M;0;3;1;1;12;1;1;0;23;CE;;;;;
11;F;2;3;1;1;7;1;1;0;27;AL;;;;;
6;M;0;3;1;1;3;1;;0;35;SP;;;;;
8;M;0;1;1;1;4;1;1;0;35;SP;448.7;613.3;538.1;496.8;540
9;M;1;1;1;1;5;1;1;0;35;SP;;;;;
3;F;0;3;1;1;1;1;1;0;52;GO;427.7;516.9;464.7;497.2;480
5;F;0;3;1;1;3;1;1;0;35;SP;457;415.6;384.4;561;440
13;M;0;3;1;1;12;1;1;0;29;BA;603.3;651.9;551.6;553.4;720
9;F;;2;1;1;6;1;1;0;31;MG;;;;;
2;M;0;1;1;2;0;2;1;0;43;RS;425.5;575;572.3;543.9;340
11;M;0;3;1;1;9;1;1;0;26;PE;771.7;749.9;685.6;772.8;820
2;F;0;3;1;2;0;2;1;0;26;PE;456.4;457.3;497.5;539.1;360
4;F;0;3;1;2;0;1;1;0;29;BA;449.1;543.4;461.3;385.9;320
11;F;0;1;1;1;12;1;1;0;26;PE;;;;;
3;F;0;1;1;2;0;2;1;0;24;RN;512.5;549.2;451.5;499.9;320
2;M;0;1;1;1;1;1;1;0;52;GO;477.9;621.9;569;486;880
13;F;;3;1;1;3;1;3;0;31;MG;454;491.1;474.3;444.8;360
10;F;;2;1;1;7;1;1;0;43;RS;389.5;604.3;438.1;637.1;600
10;F;0;3;1;1;5;1;1;0;41;PR;;;;;
11;F;;3;1;1;11;1;1;0;28;SE;498;567;496.6;527.8;320
4;F;0;3;1;1;1;1;1;0;29;BA;541.9;603;523.9;507.7;620
3;M;0;2;1;1;1;1;1;0;29;BA;447;524.6;566.1;389.1;660
3;F;0;2;1;2;0;2;1;0;32;ES;441.9;466.3;419.9;458;260
2;M;0;3;1;2;0;4;1;0;33;RJ;665.6;672.1;591.3;735.8;960
2;F;0;3;1;2;0;2;1;0;26;PE;434.3;460.3;417.7;383.8;340
4;M;0;3;1;1;1;1;;0;51;MT;;;;;
4;F;0;3;1;1;2;1;;0;23;CE;671.6;664.5;603.4;712;760
11;M;0;3;1;1;6;1;1;0;29;BA;410.8;462.1;388.8;386.4;320
4;M;0;1;1;1;2;1;;0;41;PR;526;632.1;548.6;681.5;520
11;F;2;4;1;1;1;1;;0;31;MG;505.3;622.9;512.4;469.6;560
5;F;0;3;1;1;1;1;3;0;35;SP;475.2;605.9;565;381.2;580
11;F;0;2;1;1;7;1;1;0;23;CE;462.3;670.2;740.1;582.1;620
7;F;0;1;1;1;4;1;1;0;21;MA;459.8;464.7;471.5;543.2;640
7;F;0;3;1;1;5;1;1;0;31;MG;537.2;491.5;555.2;505.6;520
8;F;0;3;1;1;2;1;1;0;29;BA;;;;;
4;F;0;1;1;1;2;1;;0;43;RS;454;555.1;487.4;438.5;360
5;M;0;2;1;1;3;1;3;0;53;DF;400.2;474.3;557;565.1;400
13;F;2;3;1;1;9;1;1;0;31;MG;594.2;443.2;471.2;555.8;580
4;F;0;1;1;1;2;1;1;0;31;MG;643;649.3;577;707.9;920
4;M;0;1;1;1;0;1;;0;11;RO;378.1;571.5;422;478.8;440
10;F;0;2;1;1;6;1;1;0;13;AM;547.9;613.8;621.4;450.7;420
9;F;0;3;1;1;6;1;1;0;35;SP;;;;;
6;M;0;3;1;1;4;1;1;0;23;CE;525.4;676.7;597.5;738;600
3;F;0;1;1;1;1;1;1;0;23;CE;486.7;621.1;547.1;442.9;600
2;F;0;3;1;2;0;2;1;0;52;GO;458.7;508.7;526.7;527.8;380
3;F;0;2;1;1;1;1;1;0;12;AC;479;472.6;462.3;568.8;580
10;M;0;2;1;1;5;1;3;0;31;MG;;;;;
5;M;0;2;1;1;2;1;1;0;29;BA;487.8;678;527.8;434.1;760
2;F;0;2;2;2;0;4;1;0;27;AL;527.6;591.6;457.3;480.9;320
8;F;0;1;1;1;7;1;1;0;41;PR;;;;;
13;F;1;1;1;1;12;1;1;0;35;SP;470.3;585.9;518.5;415.1;560
8;M;0;2;1;1;3;1;3;0;33;RJ;;;;;
7;F;0;3;1;1;3;1;1;0;21;MA;441;602.4;506.6;394.5;360
5;M;0;3;1;1;4;1;1;0;22;PI;470.1;593.5;561.7;543.8;340
11;F;0;3;1;1;8;1;1;0;23;CE;;600.1;524.5;;500
4;M;0;1;1;1;2;1;1;0;43;RS;410.4;613;593.2;459.9;580
4;F;0;1;1;2;0;2;1;0;13;AM;;481.5;484.3;;340
6;M;0;3;1;1;3;1;1;0;12;AC;521.2;651.8;578.1;621.4;600
5;F;0;3;1;2;0;1;1;0;33;RJ;424.6;548.9;479.6;385;260
3;F;0;1;1;1;1;1;1;0;35;SP;487.5;607.8;563.7;449.1;560
14;M;0;2;1;1;12;1;1;0;26;PE;498.9;535.8;522.5;488.6;680
11;M;2;1;1;1;9;1;1;0;35;SP;626.5;658.5;620.4;676.9;620
11;F;0;3;1;1;10;1;1;0;21;MA;397.1;402.4;510.5;381.4;460
9;M;0;3;1;1;6;1;1;0;15;PA;397.7;540.4;520.9;389.4;540
10;M;0;3;1;1;1;1;;0;28;SE;;;;;
2;M;0;2;1;3;0;1;;1;21;MA;504.9;631.4;558.3;525.3;660
4;F;0;1;1;1;1;1;1;0;15;PA;446.3;588.1;579.2;434.3;540
4;F;0;3;1;1;1;1;;0;29;BA;426.5;579.1;563.6;403.7;620
3;F;0;1;1;1;1;1;3;0;35;SP;480.8;475.5;440;478.3;380
7;F;0;3;1;1;4;1;1;0;35;SP;506.6;652.4;597.4;597;580
3;F;0;2;1;1;1;1;1;0;35;SP;370;515.6;499.6;431;400
14;F;1;1;1;1;12;1;;0;28;SE;528.6;587;592.4;541.9;680
3;M;0;1;1;1;1;1;1;0;35;SP;;;;;
7;M;0;1;1;1;2;1;;0;33;RJ;403.5;468.4;535;567.9;560
3;F;0;2;1;1;1;1;1;0;29;BA;559.4;622.4;537.9;470.4;620
2;F;0;1;1;3;0;1;;1;28;SE;531.3;499.3;559.3;446.1;640
6;F;0;4;1;3;0;1;;0;33;RJ;387.9;459.5;461.9;409.1;440
3;F;0;1;1;3;0;1;;0;21;MA;468.6;518.2;534;490.1;580
9;M;0;1;1;1;5;1;1;0;21;MA;493.4;635;603.5;595.9;580
11;F;1;3;1;3;0;1;;0;33;RJ;;;;;
9;M;0;3;1;1;7;1;1;0;35;SP;537.1;596.3;494.1;630.5;460
5;F;0;3;1;1;2;1;1;0;35;SP;;;;;
14;M;;3;1;1;12;1;1;0;35;SP;;;;;
4;F;0;3;1;1;2;1;1;0;35;SP;477.7;610.5;577.5;557.7;640
4;M;0;3;1;1;1;1;1;0;27;AL;461.7;458.8;534.2;431.8;460
13;F;0;1;1;1;12;1;;0;31;MG;672.8;628.4;588.7;686.7;680
4;M;0;3;1;1;1;1;1;0;28;SE;515.4;591.8;545;549.6;520
7;M;0;1;1;1;5;1;1;0;41;PR;501.2;449;558.7;578.9;280
3;F;0;3;2;1;1;1;1;0;17;TO;;;;;
4;M;0;1;1;1;2;1;1;0;35;SP;505.7;635.3;575.1;489.2;660
10;M;0;2;1;1;6;1;1;0;35;SP;533.6;559.7;592.8;556.6;460
3;M;0;2;1;2;0;2;3;0;15;PA;466.6;587;573.1;598.2;540
2;F;0;3;1;1;1;1;1;0;26;PE;494.7;538;445.6;421;280
2;M;0;1;1;2;0;1;1;0;31;MG;678;680.6;600.6;887.2;840
4;F;0;2;1;2;0;1;1;0;43;RS;565.7;489.5;534.2;565.9;560
2;M;0;3;1;3;0;1;;1;24;RN;543;630.9;485.4;577.1;780
4;M;0;3;1;2;0;2;1;0;23;CE;510.8;474.9;512.6;485.6;400
10;F;0;1;1;1;6;1;;0;26;PE;556.2;560.2;537.2;468.8;880
3;F;0;3;1;2;0;2;1;0;23;CE;;463.1;537.7;;0
1;F;0;4;1;3;0;1;;1;25;PB;470.9;598.6;470.5;486.8;400
3;M;0;2;1;2;0;2;1;0;33;RJ;553;665.4;615.2;496.4;760
3;M;0;2;1;1;1;1;;0;32;ES;524;715.3;631.1;606.7;920
4;M;0;2;1;1;2;1;1;0;35;SP;553.8;647.1;615.6;640.3;580
4;F;0;1;1;2;0;4;2;0;26;PE;;551.4;455.1;;580
2;F;0;2;1;2;0;2;1;0;35;SP;484.2;560.3;562.7;512.1;480
15;F;2;3;1;1;12;1;;0;23;CE;452.8;601.5;497.6;446;320
4;M;0;1;1;1;2;1;;0;35;SP;;;;;
11;M;0;3;1;1;9;1;;0;31;MG;651.8;684.4;689.7;827.6;800
12;M;;3;1;1;12;1;3;0;35;SP;;;;;
11;F;2;1;1;1;11;1;1;0;32;ES;474.9;615.9;579.3;433.6;480
