;SC;452;456.7;525.2;408.1;540
2;F;0;3;1;3;0;1;;1;29;BA;457.4;616.2;553.6;454.1;640
2;F;0;3;2;2;0;2;1;0;35;SP;432.5;535.4;542.4;512.2;320
3;F;0;3;1;1;1;1;;0;14;RR;;;;;
2;F;0;1;1;2;0;2;1;0;31;MG;406.6;574;498;475.2;0
3;M;0;3;1;2;0;2;1;0;32;ES;549.7;585.8;520.6;578;400
3;F;0;2;1;2;0;2;1;0;13;AM;469.6;586.8;558.7;506.1;540
3;M;0;0;1;3;0;1;;0;15;PA;554.4;630.2;560.3;618.4;700
11;M;1;1;1;1;10;1;;0;24;RN;494;639.9;612;552.5;760
4;F;0;4;4;1;2;1;1;0;35;SP;382.2;582.3;516.5;439.9;300
13;F;;3;1;1;12;1;1;0;11;RO;420.2;581.6;543.2;459.2;540
3;F;0;0;1;2;0;1;1;0;31;MG;393.5;579.8;587.4;531.3;640
3;M;0;3;1;1;1;1;1;0;22;PI;443.9;623.9;595.6;522.6;460
12;F;0;2;1;1;12;1;;0;21;MA;505;613.2;617.4;619.3;680
2;F;0;1;1;2;0;4;1;0;35;SP;633.8;669.6;648.4;770.5;600
3;F;0;3;1;2;0;2;1;0;16;AP;428.1;592.6;512.2;542.9;560
2;F;0;3;1;1;1;1;1;0;21;MA;473.3;492.5;418.8;373;620
11;F;0;1;1;1;11;1;;0;33;RJ;613.2;680.9;638.3;770.7;720
8;F;0;2;1;1;3;1;1;0;17;TO;;;;;
2;F;0;3;1;2;0;2;1;0;29;BA;464.9;586;600.8;683;720
11;M;0;2;1;1;8;1;1;0;41;PR;545.2;529.3;514.8;438.3;620
5;M;0;2;1;1;2;1;1;0;26;PE;459.3;554.1;551.5;568.4;340
7;F;1;3;1;1;4;1;1;0;23;CE;;;;;
4;M;0;3;1;2;0;2;1;0;23;CE;435.4;399.5;388.6;560.9;360
13;F;;3;2;1;12;1;1;0;26;PE;488;574.9;455.8;402.4;320
3;M;0;3;1;2;0;2;1;0;35;SP;549.6;541.5;450.4;471.6;440
3;F;0;1;1;2;0;2;1;0;35;SP;454.4;423.4;432;472.4;400
11;M;1;1;1;4;0;1;;0;35;SP;461.7;465.2;444.1;562.3;240
3;F;0;3;1;1;1;1;1;0;29;BA;388.8;533.3;505.3;437.1;560
2;F;0;3;1;2;0;2;1;0;23;CE;499.5;620.9;485.2;406;520
4;F;0;1;1;1;0;1;;0;31;MG;560.8;572.1;516.3;408.2;360
6;M;0;3;1;1;4;1;1;0;26;PE;599.8;652.4;590.3;660.1;860
5;M;0;3;1;2;0;2;1;0;23;CE;555.5;413.4;461.7;461.3;320
3;M;0;3;1;1;1;1;1;0;27;AL;627.4;621.7;613;802.2;800
3;M;0;3;1;2;0;2;1;0;23;CE;;;;;
5;F;;0;1;2;0;2;1;0;23;CE;469.4;402.5;462.2;525.4;300
3;F;0;1;2;1;1;1;;0;28;SE;513.7;669.4;618.6;559.9;840
6;M;0;2;1;2;0;2;1;0;29;BA;433.1;;;477;
4;M;0;3;1;1;1;1;1;0;28;SE;369.7;560.8;471.8;427.3;320
13;M;1;1;1;1;12;1;1;0;35;SP;;;;;
1;M;0;3;1;3;0;1;;1;21;MA;396.3;555.6;432.7;494;560
3;F;0;2;1;2;0;2;1;0;17;TO;478.1;468.6;477.8;479.6;840
12;F;1;1;1;1;12;1;3;0;35;SP;407.8;508.7;392.8;417.7;360
4;M;0;2;1;1;2;1;1;0;24;RN;474.2;572.4;534.1;645.3;620
7;F;1;4;1;1;4;1;1;0;31;MG;;;;;
3;F;0;1;1;1;1;1;;0;43;RS;;;;;
3;F;0;2;1;2;0;2;3;0;31;MG;414.9;449.4;529.8;460.4;580
11;F;0;3;1;1;11;1;1;0;13;AM;394.9;549.4;470.4;434.8;560
1;M;0;3;1;3;0;1;;1;27;AL;432.9;582.2;553.1;568.9;600
5;F;0;2;1;1;1;1;;0;15;PA;443.1;603.6;585.6;431.5;340
2;M;0;3;1;3;0;1;;1;52;GO;536.4;595.8;528.1;441.1;540
8;F;0;3;1;1;4;1;;0;51;MT;450.6;413.5;463.4;369.4;360
7;F;0;3;1;1;2;1;3;0;15;PA;;;;;
10;M;0;1;1;1;4;1;1;0;26;PE;586.9;489.3;578.4;552.7;640
5;M;0;1;1;1;1;1;1;0;24;RN;483.4;424.3;463.6;394.5;360
6;F;0;3;1;1;1;1;;0;26;PE;;;;;
11;F;;3;1;1;7;1;3;0;23;CE;423.8;534.9;489;401.4;320
11;M;1;3;1;1;9;1;3;0;11;RO;532.6;567;465.9;518;260
2;F;0;1;1;2;0;3;1;0;33;RJ;550.8;648.2;659.2;424.6;520
3;F;0;1;1;1;1;1;1;0;15;PA;560.8;639.1;577.5;570.3;840
5;F;0;3;2;1;2;1;;0;26;PE;;;;;
3;F;0;2;1;2;0;2;1;0;53;DF;487.6;610.5;552.8;471.2;880
11;M;0;1;1;1;8;1;;0;35;SP;;;;;
2;M;0;1;1;2;0;4;1;0;41;PR;464.4;552.7;500.6;691.6;580
2;M;0;3;1;2;0;1;1;0;21;MA;558.5;600.9;583.2;509.3;680
2;F;0;1;2;2;0;2;1;0;41;PR;374;464;436.9;415.1;500
2;F;0;2;1;2;0;3;1;0;35;SP;;;;;
7;F;1;1;1;1;3;1;1;0;27;AL;481.3;425.8;400;481.1;520
4;M;0;1;1;1;1;1;1;0;31;MG;398.6;480.3;537;459.5;340
3;F;0;3;1;2;0;1;1;0;35;SP;403.2;510.2;475.6;459.7;320
2;F;0;3;1;2;0;2;1;0;29;BA;541.4;568.1;552.2;509.3;440
2;F;0;1;1;2;0;2;1;0;43;RS;643.6;654.6;580.3;730.1;920
3;F;0;4;1;2;0;2;1;0;29;BA;402;443.6;526.8;478.6;380
11;F;0;3;1;1;8;1;1;0;35;SP;451.3;601.4;438.8;524.4;360
12;M;0;3;1;1;11;1;1;0;15;PA;459.3;431.5;462.7;456.8;600
3;M;0;2;1;2;0;4;1;0;25;PB;419.7;595.1;523.7;475.7;580
15;F;0;3;1;1;11;1;1;0;21;MA;;467.5;399.5;;200
7;F;0;3;1;1;4;1;;0;31;MG;706.6;687.1;624.1;773.2;960
3;F;0;3;1;1;1;1;1;0;23;CE;410.5;503.1;348.8;430.7;260
10;F;2;2;1;1;3;1;;0;35;SP;549.9;610.1;530.7;698.8;560
1;F;0;2;1;3;0;1;;1;15;PA;591;651.2;557.8;637.9;680
3;F;0;1;1;2;0;4;1;0;35;SP;549.8;623.1;550.2;579.4;560
12;M;0;3;1;1;12;1;;0;29;BA;429.8;413.3;493.6;442.9;520
3;M;0;0;1;2;0;2;1;0;35;SP;541;660.8;639;559.7;560
5;F;0;3;1;1;1;1;;0;28;SE;458.1;563.7;447.7;502.3;360
5;M;0;2;1;1;3;1;1;0;33;RJ;;;;;
12;F;0;3;1;1;12;1;1;0;23;CE;;;;;
11;M;0;1;1;1;6;1;1;0;31;MG;454.1;572.5;520.6;588.6;480
2;F;0;3;1;2;0;1;1;0;25;PB;408.6;535.2;584.4;481.3;540
5;F;0;3;1;1;3;1;;0;26;PE;550.5;667.6;620.7;746.4;720
6;M;0;1;1;1;4;1;1;0;35;SP;;440;442.4;;300
11;M;1;1;1;1;8;1;1;0;43;RS;476.6;553.7;432.5;562.6;320
12;F;0;1;1;1;12;1;;0;43;RS;;;;;
3;M;0;3;1;2;0;4;1;0;52;GO;637.6;682.6;661.9;749.2;720
11;F;0;4;1;1;12;1;1;0;31;MG;399.6;583.8;417.2;559.9;360
2;F;0;3;1;2;0;1;1;0;11;RO;513;594.8;588;741.6;800
2;M;0;2;1;2;0;4;1;0;35;SP;506.2;602.7;546.8;676.4;380
2;F;0;3;1;1;1;1;1;0;27;AL;500.4;615.5;545.1;425.8;660
1;F;0;1;1;3;0;1;;1;35;SP;574;686.3;648.7;734.2;880
14;F;0;3;1;2;0;2;1;0;31;MG;;;;;
4;F;0;3;1;3;0;1;;0;27;AL;488.9;625.2;515.4;567.9;880
4;M;0;3;1;1;2;1;1;0;31;MG;421.3;422.8;398.5;397.3;520
2;F;0;1;1;2;0;2;1;0;35;SP;471.8;568.6;550.7;513.9;480
9;M;0;2;1;1;6;1;;0;23;CE;626.9;686.9;610.2;752;880
4;F;0;2;1;2;0;2;1;0;16;AP;440.4;568.5;438.7;442.1;520
4;F;1;5;2;1;2;1;;0;52;GO;;;;;
1;F;0;1;1;3;0;1;;1;35;SP;583.4;628.2;564.6;655.5;680
4;M;0;1;1;2;0;2;1;0;31;MG;466.5;672.3;589.4;693.6;520
5;M;0;3;1;1;3;1;;0;35;SP;;667;614.4;;560
9;F;0;1;1;1;7;1;1;0;21;MA;562.9;566.8;498.7;589.4;540
9;F;1;1;1;1;7;1;;0;35;SP;507.9;579.4;541.6;658.2;360
4;F;0;3;1;2;0;2;1;0;28;SE;454;593.4;482.2;455.4;320
2;M;0;1;1;2;0;2;1;0;31;MG;475.5;591.2;486.4;563.3;680
1;F;0;1;1;3;0;1;;1;29;BA;532.8;473.5;561.3;568.9;700
11;M;1;2;1;1;10;1;1;0;31;MG;591.7;587.4;525.4;558.2;560
2;M;0;3;1;2;0;2;1;0;33;RJ;476.6;625.4;563.5;569.2;540
2;F;0;1;1;2;0;4;1;0;35;SP;498.6;617.6;601.1;659.9;600
1;F;0;1;1;3;0;1;;1;35;SP;;;;;
3;F;0;2;1;2;0;2;1;0;26;PE;450.9;462.2;429;496.3;360
2;M;0;3;1;2;0;2;1;0;41;PR;;;;;
3;F;0;3;2;2;0;2;1;0;17;TO;513.9;460.6;347.1;515.9;600
1;F;0;3;1;3;0;1;;1;35;SP;472.7;541.4;444.4;544.7;380
1;F;0;1;1;3;0;1;;1;50;MS;454.1;538.9;546;528;340
6;M;0;3;1;1;3;1;1;0;25;PB;472.3;668.1;521.4;720.6;980
2;F;0;2;1;2;0;1;3;0;53;DF;527.7;466.3;497.6;564.3;480
11;F;0;3;1;1;9;1;;0;11;RO;423.1;505.8;526.7;429.3;280
11;F;1;3;1;1;8;1;1;0;25;PB;;;;;
3;M;0;0;1;1;1;1;;0;33;RJ;400.3;497.5;484.2;524.3;480
4;F;0;1;1;1;2;1;1;0;35;SP;370.9;676.2;596.4;672.3;700
15;F;0;3;1;1;12;1;3;0;27;AL;382.3;541.6;399.7;495.3;400
3;F;0;3;1;1;1;1;1;0;25;PB;;593.5;568.8;;600
6;M;0;2;1;1;2;1;1;0;29;BA;434.3;497.4;479.4;425.4;740
2;F;0;3;1;2;0;4;1;0;41;PR;;;;;
13;F;0;2;1;1;12;1;1;0;52;GO;;;;;
2;F;0;3;1;2;0;2;1;0;35;SP;582.3;684;597.9;551.7;600
4;M;0;3;1;2;0;2;1;0;23;CE;;;;;
3;F;0;3;1;2;0;2;1;0;52;GO;483.8;594.9;552.1;416;780
5;F;0;3;1;1;1;1;1;0;17;TO;469.1;507.2;431;433.3;260
4;F;;2;1;1;1;1;1;0;17;TO;415.8;439;433.8;384.1;660
4;F;0;3;1;1;2;1;1;0;29;BA;576;647.6;610;522;740
7;M;0;3;1;1;4;1;1;0;35;SP;472.3;637.1;594.7;496.7;660
2;F;0;1;1;2;0;2;1;0;35;SP;;;;;
1;F;0;1;1;3;0;1;;1;26;PE;559.2;708.9;683.3;706.1;780
3;M;0;1;1;2;0;2;1;0;52;GO;429.9;589.2;484.4;562.7;740
4;F;0;1;1;2;0;2;1;0;31;MG;517.3;459.3;512;395.5;520
2;F;0;1;1;2;0;1;1;0;42;SC;;;;;
3;F;0;1;1;1;1;1;1;0;52;GO;659.3;711;685.4;774.6;980
3;F;0;3;1;2;0;4;1;0;35;SP;521.7;574.4;489.1;483.6;560
2;M;0;3;1;2;0;2;3;0;31;MG;;;;;
6;F;0;1;1;1;5;1;1;0;24;RN;456.3;484.6;509.9;443.9;0
3;F;0;1;1;2;0;2;1;0;53;DF;594.7;486.4;480.3;697.2;460
3;F;0;1;1;2;0;2;1;0;31;MG;;;;;
4;M;0;1;1;2;0;2;1;0;35;SP;;;;;
4;F;0;1;1;1;1;1;1;0;17;TO;551.6;601.6;500.8;442.5;360
4;F;0;3;1;1;1;1;;0;33;RJ;429.9;541;562.7;452.8;640
5;F;0;3;1;1;1;1;1;0;15;PA;453.1;532.6;436.1;608.4;560
3;M;0;3;1;3;0;1;;1;25;PB;476.9;629.8;594.7;663.3;560
3;F;0;2;1;1;1;1;1;0;25;PB;497.1;447.3;509.9;474.2;580
11;M;0;3;1;1;10;1;1;0;15;PA;641;485.3;579.8;393.9;500
13;F;0;3;1;3;0;1;;0;11;RO;426.6;526.6;454;436.6;400
11;M;0;2;1;1;5;1;;0;32;ES;444.1;459.3;455.5;415.1;540
2;F;0;3;1;2;0;2;1;0;35;SP;591.7;652.8;599.7;564.3;800
2;M;0;1;2;2;0;2;1;0;26;PE;524.3;624.1;504;490.8;540
8;F;0;2;1;1;5;1;1;0;32;ES;453.3;491.5;511;574.5;640
13;F;0;3;1;1;12;1;3;0;16;AP;469.1;519.3;415.6;385;340
2;F;0;0;1;2;0;2;1;0;25;PB;;;;;
6;M;0;1;1;1;4;1;1;0;35;SP;;;;;
6;F;0;1;1;1;2;1;1;0;23;CE;455;554;509;572.7;540
7;F;1;2;1;1;5;1;1;0;35;SP;580.5;611.9;510.6;513.2;440
11;M;1;0;1;1;9;1;1;0;29;BA;448.5;399.3;493.6;455;500
8;M;0;3;1;1;5;1;1;0;24;RN;;;;;
3;F;0;1;1;2;0;2;1;0;35;SP;466.7;622.6;584.7;601.7;580
7;F;0;1;1;1;4;1;;0;33;RJ;433;555.7;550.1;551.2;580
7;F;0;2;1;1;4;1;3;0;24;RN;477.1;411.7;417.2;512.6;360
7;F;0;3;1;1;4;1;;0;21;MA;499;588.3;541.5;522.8;400
11;M;1;2;1;1;2;1;3;0;11;RO;477.8;554.6;392.4;484.1;420
2;M;0;2;1;2;0;2;1;0;35;SP;467.3;620.2;528.3;564.6;520
4;F;0;3;1;2;0;2;1;0;27;AL;435.6;462;390;461.1;360
3;M;0;1;1;1;1;1;;0;35;SP;685.9;714.3;665.1;749.1;800
4;M;0;3;1;1;1;1;1;0;31;MG;508.8;633.7;570;623;640
3;F;0;2;1;2;0;2;1;0;52;GO;602.2;654.9;560.4;644.1;560
4;M;0;3;1;2;0;2;1;0;23;CE;479.4;432.3;402.7;463.4;320
3;M;0;2;1;2;0;2;1;0;11;RO;393.4;422.6;459.5;432.5;240
3;F;0;3;1;2;0;4;1;0;23;CE;441.6;617.7;602;438.2;400
3;F;0;2;1;2;0;2;1;0;33;RJ;426.3;632.5;524.1;491.6;540
16;F;0;1;1;2;0;1;3;0;35;SP;;452;529;;380
6;F;;3;1;3;0;1;;0;13;AM;426.3;406.4;442;407.4;220
4;M;0;3;1;1;1;1;1;0;21;MA;481;547.7;528.5;544.8;400
